Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
22.2,26.1225,444,776.75,0.00432269,1
22.2,26.05,444,782,0.0043106097,1
22.2,26.213,441.9,788.6,0.0043377701,1
22.2,26.376,439.8,795.2,0.0043649329,1
22.2,26.6,442.5,818.5,0.0044022648,1
22.2,26.6666666667,447,828.3333333333,0.0044133763,1
22.2,26.745,443.5,837,0.0044264329,1
22.2,26.8233333333,441,832.6666666667,0.00443949,1
22.2,26.945,438,847.5,0.0044597712,1
22.2,27,438,849,0.0044689399,1
22.2,26.9175,438,850,0.004455187,1
22.2,26.9175,447,842.5,0.004455187,1
22.2,27.1,441,839,0.0044856109,1
22.245,27.125,438,847.75,0.0045021877,1
22.2,27.1966666667,441,860,0.004501727,1
22.2,27.4175,438,885.75,0.0045385471,1
22.2,27.5,429,910,0.0045523037,1
22.2675,27.4225,429,917.25,0.0045582128,1
22.2,26.8975,438,919.75,0.004451853,1
22.23,27.73,441,932,0.0045991149,1
22.2,27.745,438,942,0.0045931601,1
22.2675,28.025,429,959.75,0.0046591115,1
22.2,28,444,966.5,0.0046356897,1
22.2,28.1,451,970.6666666667,0.0046523696,1
22.245,28.2225,454,988.75,0.0046857222,1
22.2225,28.2225,465.25,996.75,0.004679259,1
22.2225,28.3675,474.5,1012,0.0047034816,1
22.29,28.39,479,1021,0.0047267707,1
22.245,28.245,525.5,1019.5,0.004689486,1
22.29,28.39,515,1020,0.0047267707,1
22.29,28.5,494,1037,0.0047452248,1
22.29,28.4266666667,487.3333333333,1047,0.0047329219,1
22.315,28.39,474.5,1051,0.0047340223,1
22.3233333333,28.39,486,1052.3333333333,0.0047364416,1
22.29,28.3566666667,502.3333333333,1048.3333333333,0.0047211788,1
22.29,28.34,540.5,1050.5,0.0047183828,1
22.34,28.39,504,1052.25,0.0047412836,1
22.39,28.2,489,1053,0.0047237657,1
22.39,28.2,490.25,1051,0.0047237657,1
22.39,28.2933333333,536.3333333333,1049.6666666667,0.004739519,1
22.39,28.39,532,1054,0.0047558358,1
22.39,28.2925,543,1067.75,0.0047393784,1
22.4266666667,28.2,543,1066.3333333333,0.0047343897,1
22.445,28.245,543,1066.5,0.0047473306,1
22.5,28.365,533.25,1081,0.0047837408,1
22.4633333333,28.3266666667,527,1081.3333333333,0.0047665114,1
22.5,28.3175,534,1084.5,0.0047756685,1
22.55,28.3175,530,1082.5,0.004790309,1
22.5,28.34,524,1087.5,0.0047794922,1
22.525,28.39,526.25,1094,0.0047953238,1
22.5,28.39,522,1103.3333333333,0.0047879895,1
22.5,28.0333333333,517,1099.3333333333,0.0047273803,1
22.525,28.025,513.5,1085,0.0047332029,1
22.575,28.22,524,1086.25,0.0047809984,1
22.6,28.2,513.5,1103,0.0047848981,1
22.6,28.245,513.5,1106.75,0.0047925924,1
22.5,28.29,513.5,1104,0.0047709951,1
22.6,28.315,518,1102.25,0.0048045617,1
22.55,28.2675,520.75,1097.5,0.0047817858,1
22.6,28.29,525,1100,0.0048002869,1
22.6,28.245,524.8333333333,1101,0.0047925924,1
22.6,28.2,524.6666666667,1102,0.0047848981,1
22.6,28.39,489,1102.5,0.0048173864,1
22.6,28.39,474,1114,0.0048173864,1
22.6,28.34,474,1112,0.0048088365,1
22.6,28.1725,472.75,1113.5,0.0047801961,1
22.6,28.1475,471.5,1105.25,0.0047759216,1
22.6,28.23,464,1104.3333333333,0.0047900276,1
22.6,28.1333333333,469,1107.3333333333,0.0047734994,1
22.575,28,465.25,1108.25,0.004743442,1
22.6,28,454,1101.6666666667,0.0047507034,1
22.55,27.82,450.25,1097,0.0047055131,1
22.525,27.815,449.5,1092.25,0.0046974677,1
22.5,27.815,454.75,1102.75,0.0046902842,1
22.5,27.745,449.5,1097,0.0046783917,1
22.525,27.7,454.75,1086.3333333333,0.0046779002,1
22.55,27.7,454.75,1092,0.0046850633,1
22.5,27.6,460,1085,0.0046537587,1
22.5,27.7,460,1084,0.0046707468,1
22.5,27.6,436.5,1076.25,0.0046537587,1
22.5,27.33,460,1060.6666666667,0.0046078955,1
22.55,27.445,449.5,1051.5,0.0046416118,1
22.5,27.4725,460.75,1062,0.0046321003,1
22.5,27.39,461,1068.3333333333,0.0046180868,1
22.5,27.34,454,1074,0.0046095941,1
22.5,27.29,469,1072,0.0046011016,1
22.5,27.315,469,1068,0.0046053478,1
22.5,27.29,479.6666666667,1072,0.0046011016,1
22.5,27.2225,476.75,1072.75,0.0045896371,1
22.5,27.2225,476.5,1074,0.0045896371,1
22.5,27.2,474,1069,0.0045858157,1
22.5,27.15,481.5,1068.25,0.0045773238,1
22.5,27.2225,474,1079.75,0.0045896371,1
22.4725,27.1975,479,1085,0.0045776781,1
22.5,27.1666666667,469,1066,0.0045801544,1
22.5,27.125,474,1063.5,0.004573078,1
22.5,27.15,469,1065.5,0.0045773238,1
22.5,27.125,474,1071.25,0.004573078,1
22.5,27.0666666667,479,1068,0.0045631713,1
22.5,27.1,478.5,1064.75,0.0045688322,1
22.5,27.1,478.5,1070.75,0.0045688322,1
22.5,27.1,477,1072.3333333333,0.0045688322,1
22.5,27.025,470.25,1079.25,0.0045560952,1
22.5,27,469,1063.5,0.0045518497,1
22.5,27,460.6666666667,1074.3333333333,0.0045518497,1
22.5,26.9725,465.25,1068.75,0.0045471796,1
22.5,26.7333333333,452.3333333333,1064,0.0045065674,1
22.5,26.925,446.5,1048.5,0.0045391134,1
22.5,26.9725,449.5,1054.5,0.0045471796,1
22.5,27.05,460,1055.5,0.0045603408,1
22.445,26.9,456,1064,0.0045196246,1
22.4175,26.82,456,1063.25,0.0044985042,1
22.39,26.6966666667,444,1078,0.0044701334,1
22.39,26.9633333333,444,1067.3333333333,0.0045151086,1
22.39,27.0225,454.75,1074.75,0.0045250884,1
22.39,26.8233333333,453,1077.3333333333,0.0044914958,1
22.39,26.84,449.5,1072.75,0.0044943068,1
22.39,26.745,449.5,1074.25,0.0044782847,1
22.39,26.79,456,1074,0.004485874,1
22.3566666667,26.73,449.3333333333,1068.3333333333,0.0044666248,1
22.39,26.5725,444,1062.75,0.004449194,1
22.39,26.675,444,1056.5,0.0044664795,1
22.39,26.695,444,1054,0.0044698523,1
22.39,26.745,444,1068,0.0044782847,1
22.39,26.79,444,1074,0.004485874,1
22.4175,26.65,444,1078.75,0.0044697853,1
22.4725,26.745,429,1077.5,0.0045009656,1
22.445,26.695,429,1077.5,0.0044849331,1
22.445,26.745,429,1083.25,0.0044933941,1
22.4266666667,26.6966666667,429,1088,0.0044801829,1
22.39,26.79,438,1086,0.004485874,1
22.4266666667,26.73,441,1087.6666666667,0.0044858172,1
22.39,26.5475,438,1075,0.0044449782,1
22.39,26.4175,438,1067.75,0.0044230569,1
22.39,26.5333333333,441,1064,0.0044425893,1
22.39,26.456,438,1063.25,0.0044295488,1
22.39,26.26,432.75,1065.5,0.0043965004,1
22.39,26.4266666667,444,1068.6666666667,0.0044246026,1
22.39,26.4175,444,1073.25,0.0044230569,1
22.39,26.34,444,1061.5,0.0044099891,1
22.39,26.3233333333,444,1060.3333333333,0.0044071789,1
22.39,26.4633333333,444,1057.3333333333,0.0044307854,1
22.39,26.015,444,1056.25,0.0043551948,1
22.39,26.045,429,1046,0.0043602524,1
22.39,26.29,435,1049.6666666667,0.0044015586,1
22.39,26.2675,438,1052.75,0.004397765,1
22.39,26.29,438,1044.5,0.0044015586,1
22.39,26.3233333333,441,1053.6666666667,0.0044071789,1
22.3566666667,26.3233333333,441,1059,0.0043981896,1
22.39,26.34,438,1067.25,0.0044099891,1
22.365,26.29,438,1067.25,0.0043948238,1
22.3233333333,26.39,441,1065.3333333333,0.0044004113,1
22.34,26.39,438,1068.75,0.0044049074,1
22.34,26.39,447,1074.75,0.0044049074,1
22.3233333333,26.4633333333,447,1076.3333333333,0.0044127261,1
22.365,26.4725,447,1077.5,0.0044255489,1
22.315,26.3425,438,1073,0.0043901926,1
22.34,26.145,438,1068,0.0043637261,1
22.29,26.1425,438,1061.75,0.004349958,1
22.29,25.7,441,1045.6666666667,0.0042758225,1
22.29,26.22,438,1041.5,0.004362944,1
22.29,26.2425,442.5,1051,0.0043667143,1
22.29,26.125,438,1059.25,0.0043470258,1
22.315,26.2,438,1065,0.0043662771,1
22.29,26.175,442.5,1064.75,0.0043554037,1
22.29,26.1,441,1054.6666666667,0.0043428369,1
22.29,25.995,447,1042.5,0.0043252442,1
22.2675,25.8925,438,1039,0.0043021347,1
22.29,25.89,447,1036.3333333333,0.0043076525,1
22.29,25.89,447,1036.5,0.0043076525,1
22.29,25.8566666667,433,1038.6666666667,0.0043020681,1
22.245,25.7225,433,1030.5,0.0042678045,1
22.23,25.6666666667,433,1023.6666666667,0.0042545633,1
22.29,25.6,433,1019.5,0.0042590711,1
22.245,25.55,433,1010,0.0042389887,1
22.2675,25.575,433,1002.75,0.0042490205,1
22.29,25.5666666667,433,1002.3333333333,0.0042534875,1
22.2675,25.4975,433,998.75,0.004236057,1
22.245,25.55,433,1002,0.0042389887,1
22.29,25.5,433,1002.25,0.0042423206,1
22.29,25.5,433,1001.5,0.0042423206,1
22.29,25.445,433,998.5,0.0042331083,1
22.29,25.2,433,990.75,0.0041920746,1
22.29,25.23,433,991,0.0041970989,1
22.245,25.15,433,986,0.0041721798,1
22.29,25.2675,433,976.25,0.0042033793,1
22.29,25.2,433,966,0.0041920746,1
22.29,25.2,433,966.3333333333,0.0041920746,1
22.29,25.15,433,967.5,0.0041837011,1
22.29,25.03,433,970,0.0041636054,1
22.2225,24.865,433,954.75,0.004118903,1
22.26,24.8266666667,433,951.6666666667,0.0041219736,1
22.245,24.89,433,940.75,0.0041287616,1
22.245,24.89,433,935.5,0.0041287616,1
22.2225,24.84,433,933.25,0.0041147343,1
22.2,24.7,433,937.6666666667,0.0040857518,1
22.2,24.7,433,938,0.0040857518,1
22.2,24.7,433,933.5,0.0040857518,1
22.2,24.7,433,925.5,0.0040857518,1
22.2,24.65,433,921,0.0040774268,1
22.2,24.5666666667,433,920.3333333333,0.0040635523,1
22.2,24.55,433,912.25,0.0040607775,1
22.2,24.334,429.5,913,0.0040248181,1
22.2,24.34,433,903,0.0040258169,1
22.2,24.395,433,905.5,0.0040349729,1
22.2,24.34,433,907,0.0040258169,1
22.2,24.3566666667,433,903,0.0040285914,1
22.175,24.39,433,900.5,0.0040279625,1
22.175,24.365,433,900.25,0.0040238071,1
22.2,24.365,433,900.5,0.0040299787,1
22.1333333333,24.29,433,898.6666666667,0.0040011057,1
22.15,24.2225,433,892,0.0039939955,1
22.1333333333,24.2,433,886,0.0039861857,1
22.1,24.2675,433,884.25,0.0039892115,1
22.1,24.245,433,887,0.0039854891,1
22.1,24.29,433,884,0.0039929339,1
22.125,24.2675,433,878.5,0.0039953332,1
22.1333333333,24.26,433,887,0.0039961323,1
22.125,24.15,433,882.25,0.0039758647,1
22.1,24.0725,433,879.25,0.0039569525,1
22.1,23.9966666667,433,866,0.0039444082,1
22.1,24.12,433,866,0.0039648101,1
22.0666666667,23.9266666667,433,863,0.0039247958,1
22.025,23.945,433,853.25,0.0039177927,1
22,23.9266666667,433,858,0.003908772,1
22,23.89,433,852.5,0.0039027444,1
22,23.89,433,850.6666666667,0.0039027444,1
22.025,23.9175,433,847,0.0039132649,1
22,23.89,433,840.6666666667,0.0039027444,1
22.075,23.9725,426,839,0.0039343725,1
22.025,24.0475,213,845.5,0.0039346695,1
22,24.1,0,844,0.0039372678,0
22,24.1,0,846.6666666667,0.0039372678,0
22,24.1,0,852,0.0039372678,0
21.945,23.795,0,851,0.0038740252,0
21.89,23.8566666667,0,824.6666666667,0.0038710296,0
21.89,23.84,0,817,0.0038683085,0
21.84,23.745,0,813.6666666667,0.0038409809,0
21.84,23.745,0,805,0.0038409809,0
21.79,23.7,0,807,0.0038218941,0
21.79,23.745,0,800,0.0038291955,0
21.79,23.7,0,781,0.0038218941,0
21.745,23.55,0,776.5,0.0037870656,0
21.7,23.7,0,771,0.0038008012,0
21.7,23.6666666667,0,775,0.0037954229,0
21.7,23.6666666667,0,771,0.0037954229,0
21.7,23.39,0,763,0.0037507863,0
21.7,23.55,0,755,0.0037765995,0
21.6,23.6,0,754,0.00376145,0
21.7,23.6,0,755,0.0037846665,0
21.6,23.3933333333,0,754.6666666667,0.0037283133,0
21.6,23.55,0,751.5,0.0037534327,0
21.6,23.5,0,748.5,0.0037454157,0
21.55,23.5,0,745.5,0.0037339041,0
21.55,23.445,0,749,0.0037251129,0
21.5666666667,23.5,0,746.6666666667,0.0037377378,0
21.55,23.5,0,738.5,0.0037339041,0
21.5,23.35,0,732.5,0.0036985223,0
21.5,23.26,0,725.5,0.0036841823,0
21.5,23.245,0,711.6666666667,0.0036817924,0
21.5,23.23,0,705.6666666667,0.0036794025,0
21.5,23.05,0,702.5,0.0036507249,0
21.39,23.05,0,702.5,0.0036260647,0
21.39,22.945,0,698.5,0.003609451,0
21.39,22.79,0,698,0.0035849276,0
21.39,22.695,0,677.5,0.003569898,0
21.34,22.55,0,672,0.0035360439,0
21.29,22.6,0,666.5,0.0035330185,0
21.3233333333,22.5333333333,0,664.3333333333,0.0035297863,0
21.34,22.395,0,660.5,0.0035116013,0
21.34,22.395,0,654,0.0035116013,0
21.29,21.945,0,650,0.0034300588,0
21.29,21.85,0,635.5,0.0034151285,0
21.245,21.745,0,634,0.0033892079,0
21.2,21.745,0,631.5,0.0033798112,0
21.2,21.995,0,631,0.0034188822,0
21.245,22.1,0,637.5,0.0034448451,0
21.29,22.1,0,640,0.0034544202,0
21.29,21.8633333333,0,638.6666666667,0.003417224,0
21.29,21.5,0,628,0.0033601284,0
21.29,21.34,0,617,0.0033349887,0
21.2,21.1666666667,0,612.3333333333,0.0032894459,0
21.2,21.5666666667,0,609,0.0033519436,0
21.2,21.6,0,616,0.0033571523,0
21.2,21.55,0,614,0.0033493393,0
21.2,21.445,0,613.5,0.0033329326,0
21.2,21.195,0,611.5,0.0032938724,0
21.2,21.2,0,600,0.0032946536,0
21.2,21.3566666667,0,599,0.0033191308,0
21.2,21.0666666667,0,592.6666666667,0.0032738234,0
21.2,21.23,0,593,0.0032993405,0
21.2,21.2,0,586,0.0032946536,0
21.2,21.2,0,585,0.0032946536,0
21.29,21.1,0,592.5,0.003297283,0
21.29,21.1,0,593,0.003297283,0
21.29,20.89,0,583,0.0032642942,0
21.29,20.65,0,579.3333333333,0.003226597,0
21.29,20.89,0,578,0.0032642942,0
21.29,20.7475,0,570.5,0.003241911,0
21.29,20.795,0,571,0.0032493719,0
21.29,20.65,0,571,0.003226597,0
21.245,20.79,0,563.5,0.0032395849,0
21.2,20.495,0,560.5,0.0031845298,0
21.2,20.3933333333,0,556,0.0031686523,0
21.2,20.3225,0,550.25,0.0031575906,0
21.2,20.1225,0,544.5,0.0031263596,0
21.2,20.2266666667,0,547.6666666667,0.0031426253,0
21.2,20,0,545,0.0031072321,0
21.1,20.2,0,536,0.0031191546,0
21.1,20.1,0,538,0.0031036362,0
21.1,20.195,0,539.5,0.0031183787,0
21.1,20.245,0,542.5,0.0031261381,0
21.15,20.245,0,539,0.0031358,0
21.1,20.0333333333,0,532.3333333333,0.003093291,0
21.15,20,0,534,0.0030976624,0
21.15,20,0,538.5,0.0030976624,0
21.2,19.9633333333,0,538,0.0031015071,0
21.2,19.995,0,539.5,0.0031064514,0
21.2,19.895,0,531,0.0030908381,0
21.2,20,0,526.5,0.0031072321,0
21.2,19.9633333333,0,522,0.0031015071,0
21.2,19.895,0,526,0.0030908381,0
21.2,19.945,0,522.6666666667,0.0030986447,0
21.2,19.84,0,525.3333333333,0.0030822511,0
21.2,19.79,0,516.3333333333,0.0030744449,0
21.15,19.65,0,520,0.003043188,0
21.1,19.795,0,515.5,0.0030563098,0
21.1,19.79,0,513.5,0.003055534,0
21.1,19.79,0,517,0.003055534,0
21.1,19.79,0,517,0.003055534,0
21.175,19.79,0,514.75,0.0030697076,0
21.2,19.63,0,510,0.0030494665,0
21.1,19.29,0,503.5,0.0029779655,0
21.1,19.39,0,502,0.0029934777,0
21.1,19.65,0,498.5,0.0030338129,0
21.075,19.65,0,498.5,0.0030291349,0
21.05,19.6,0,502.5,0.00301673,0
21.1,19.7,0,505,0.0030415703,0
21.15,19.55,0,506.5,0.0030276257,0
21.15,19.445,0,500,0.0030112861,0
21.2,19.6,0,496,0.0030447833,0
21.175,19.4425,0,499.25,0.0030155441,0
21.1666666667,19.4966666667,0,497.6666666667,0.0030224321,0
21.15,19.55,0,497,0.0030276257,0
21.1,19.5,0,498,0.0030105419,0
21.2,19.39,0,495,0.0030120026,0
21.2,19.34,0,491.5,0.0030041982,0
21.15,19.395,0,491,0.0030035056,0
21.1666666667,19.5,0,493,0.0030229514,0
21.1,19.5,0,489,0.0030105419,0
21.2,19.445,0,485.5,0.0030205877,0
21.2,19.39,0,488.5,0.0030120026,0
21.2,19.39,0,486,0.0030120026,0
21.2,19.445,0,488.5,0.0030205877,0
21.2,19.29,0,490,0.002996394,0
21.2,19.39,0,491,0.0030120026,0
21.2,19.245,0,487,0.0029893704,0
21.2,19.34,0,485.5,0.0030041982,0
21.2,19.29,0,484.5,0.002996394,0
21.2,19.29,0,491,0.002996394,0
21.2,19.29,0,485,0.002996394,0
21.2,19.29,0,484.5,0.002996394,0
21.2,19.29,0,482,0.002996394,0
21.2,19.315,0,491.25,0.0030002961,0
21.2,19.34,0,486.5,0.0030041982,0
21.2,19.39,0,481,0.0030120026,0
21.2,19.39,0,480,0.0030120026,0
21.2,19.34,0,483.5,0.0030041982,0
21.2,19.39,0,481.3333333333,0.0030120026,0
21.2,19.39,0,484.3333333333,0.0030120026,0
21.2,19.39,0,479.6666666667,0.0030120026,0
21.2,19.39,0,479,0.0030120026,0
21.2,19.39,0,477.5,0.0030120026,0
21.2,19.39,0,483,0.0030120026,0
21.15,19.39,0,482,0.0030027276,0
21.2,19.39,0,483.25,0.0030120026,0
21.2,19.39,0,477,0.0030120026,0
21.2,19.3566666667,0,479,0.0030067996,0
21.2,19.39,0,482.5,0.0030120026,0
21.2,19.39,0,474,0.0030120026,0
21.2,19.39,0,473,0.0030120026,0
21.2,19.39,0,472,0.0030120026,0
21.2,19.39,0,472.5,0.0030120026,0
21.2,19.445,0,475,0.0030205877,0
21.2,19.39,0,475,0.0030120026,0
21.2,19.445,0,477.5,0.0030205877,0
21.15,19.5,0,474,0.0030198448,0
21.1666666667,19.5,0,474.6666666667,0.0030229514,0
21.1,19.5,0,470.5,0.0030105419,0
21.1,19.5,0,474.3333333333,0.0030105419,0
21.1,19.5,0,483,0.0030105419,0
21.1,19.6,0,484,0.0030260557,0
21.0333333333,19.5333333333,0,479.3333333333,0.0030033272,0
21,19.6,0,479.5,0.0030074296,0
21,19.6,0,473,0.0030074296,0
21,19.6,0,470,0.0030074296,0
21,19.6,0,464,0.0030074296,0
21,19.7,0,463.5,0.0030228482,0
21,19.7,0,467.5,0.0030228482,0
21,19.7,0,476,0.0030228482,0
21,19.76,0,474,0.0030320997,0
21,19.79,0,471,0.0030367256,0
21,19.79,0,472,0.0030367256,0
21,19.79,0,472,0.0030367256,0
21,19.79,0,474.25,0.0030367256,0
20.9725,19.79,0,473,0.0030315712,0
21,19.79,0,469,0.0030367256,0
20.9633333333,19.79,0,472.6666666667,0.0030298548,0
21,19.79,0,473,0.0030367256,0
20.89,19.79,0,471.5,0.0030161541,0
20.9633333333,19.79,0,471.3333333333,0.0030298548,0
21,19.79,0,469,0.0030367256,0
20.89,19.89,0,471,0.0030314692,0
20.89,19.84,0,470,0.0030238116,0
20.89,19.89,0,469.5,0.0030314692,0
20.89,19.89,0,464,0.0030314692,0
20.89,19.89,0,467,0.0030314692,0
20.89,19.9266666667,0,472,0.0030370849,0
20.89,19.945,0,469.5,0.0030398928,0
20.89,20,0,470.5,0.0030483166,0
20.89,20,0,470,0.0030483166,0
20.89,20,0,469,0.0030483166,0
20.89,20,0,468.5,0.0030483166,0
20.89,20,0,467.3333333333,0.0030483166,0
20.89,20,0,467,0.0030483166,0
20.89,20,0,464,0.0030483166,0
20.89,20,0,462,0.0030483166,0
20.89,20,0,466,0.0030483166,0
20.89,20,0,465.5,0.0030483166,0
20.79,20,0,464,0.0030295226,0
20.89,20,0,469.6666666667,0.0030483166,0
20.89,20.1,0,469.5,0.0030636333,0
20.89,20.1,0,472,0.0030636333,0
20.89,20.1,0,464.5,0.0030636333,0
20.89,20.1,0,467,0.0030636333,0
20.89,20.1,0,467,0.0030636333,0
20.89,20.1,0,462,0.0030636333,0
20.89,20.15,0,464.5,0.0030712919,0
20.79,20.05,0,460,0.0030371334,0
20.89,20.2,0,457,0.0030789507,0
20.79,20.1,0,461,0.0030447443,0
20.79,20.1,0,462,0.0030447443,0
20.79,20.15,0,463.5,0.0030523555,0
20.79,20.2,0,461.5,0.0030599669,0
20.79,20.2,0,461.5,0.0030599669,0
20.79,20.2,0,458,0.0030599669,0
20.79,20.2,0,460,0.0030599669,0
20.79,20.245,0,460,0.0030668172,0
20.79,20.29,0,460.5,0.0030736677,0
20.745,20.29,0,460,0.0030651204,0
20.79,20.29,0,457,0.0030736677,0
20.745,20.34,0,460.5,0.003072711,0
20.7,20.39,0,461,0.0030717329,0
20.745,20.39,0,458.5,0.0030803018,0
20.7,20.39,0,461.3333333333,0.0030717329,0
20.7,20.39,0,457.5,0.0030717329,0
20.7,20.39,0,455,0.0030717329,0
20.7,20.445,0,461.5,0.0030800596,0
20.7,20.445,0,461,0.0030800596,0
20.7,20.5,0,460.5,0.0030883866,0
20.7,20.5,0,461,0.0030883866,0
20.7,20.55,0,459.5,0.0030959567,0
20.7,20.6,0,463,0.003103527,0
20.7,20.6,0,463.5,0.003103527,0
20.7,20.6,0,463,0.003103527,0
20.7,20.6,0,464,0.003103527,0
20.7,20.6,0,462.5,0.003103527,0
20.7,20.6,0,457.6666666667,0.003103527,0
20.6333333333,20.6333333333,0,460,0.0030957655,0
20.7,20.7,0,460,0.0031186682,0
20.65,20.65,0,458.5,0.0031014789,0
20.6,20.6,0,461,0.0030843629,0
20.65,20.65,0,460,0.0031014789,0
20.6,20.6,0,454,0.0030843629,0
20.6,20.7,0,451.3333333333,0.0030994102,0
20.6,20.7,0,457,0.0030994102,0
20.6,20.7,0,454.5,0.0030994102,0
20.6,20.7,0,460,0.0030994102,0
20.6,20.745,0,458.5,0.0031061817,0
20.6,20.745,0,453.5,0.0031061817,0
20.6,20.79,0,457,0.0031129533,0
20.55,20.79,0,450.5,0.0031033215,0
20.6,20.79,0,454.5,0.0031129533,0
20.6,20.79,0,463,0.0031129533,0
20.6,20.79,0,459,0.0031129533,0
20.6,20.84,0,452.5,0.0031204775,0
20.6,20.89,0,451,0.0031280019,0
20.55,20.89,0,446,0.0031183233,0
20.6,20.84,0,449.5,0.0031204775,0
20.55,20.89,0,449.5,0.0031183233,0
20.6,20.89,0,450,0.0031280019,0
20.6,20.89,0,453.5,0.0031280019,0
20.6,20.89,0,458.5,0.0031280019,0
20.575,20.9175,0,459.5,0.0031272914,0
20.6,20.89,0,457,0.0031280019,0
20.5,20.945,0,458,0.0031168968,0
20.5,21,0,453,0.0031251226,0
20.55,21,0,450.5,0.0031348262,0
20.6,21,0,455,0.0031445563,0
20.55,21,0,453,0.0031348262,0
20.55,21,0,454.5,0.0031348262,0
20.5,21,0,455,0.0031251226,0
20.6,21,0,452,0.0031445563,0
20.5666666667,21.0333333333,0,456,0.0031430728,0
20.55,21.05,0,454,0.0031423278,0
20.5,21.1,0,453,0.0031400793,0
20.55,21.1,0,460.5,0.0031498295,0
20.6,21.1,0,455,0.0031596064,0
20.5,21.1,0,452,0.0031400793,0
20.55,21.1,0,453,0.0031498295,0
20.55,21.1,0,454,0.0031498295,0
20.5,21.1,0,454.5,0.0031400793,0
20.5,21.1,0,455,0.0031400793,0
20.5,21.1,0,454,0.0031400793,0
20.55,21.1,0,454,0.0031498295,0
20.5,21.1,0,447,0.0031400793,0
20.5,21.1,0,454,0.0031400793,0
20.5333333333,21.2,0,455.6666666667,0.003161565,0
20.5,21.2,0,456,0.0031550367,0
20.5,21.2,0,453,0.0031550367,0
20.5,21.2,0,452,0.0031550367,0
20.5,21.2,0,446,0.0031550367,0
20.5,21.2,0,452.3333333333,0.0031550367,0
20.5,21.245,0,451,0.0031617677,0
20.5,21.2,0,449,0.0031550367,0
20.5,21.2,0,447,0.0031550367,0
20.5,21.245,0,450,0.0031617677,0
20.5,21.29,0,449,0.0031684989,0
20.5,21.26,0,448.3333333333,0.0031640114,0
20.5,21.2675,0,443.75,0.0031651333,0
20.5,21.29,0,442.5,0.0031684989,0
20.5,21.29,0,444.5,0.0031684989,0
20.5,21.29,0,446.25,0.0031684989,0
20.5,21.29,0,448,0.0031684989,0
20.5,21.29,0,451,0.0031684989,0
20.5,21.29,0,452.3333333333,0.0031684989,0
20.5,21.29,0,447,0.0031684989,0
20.445,21.29,0,446.5,0.0031577071,0
20.5,21.29,0,442,0.0031684989,0
20.5,21.29,0,452,0.0031684989,0
20.39,21.29,0,450,0.0031469476,0
20.445,21.29,0,443.5,0.0031577071,0
20.39,21.29,0,443,0.0031469476,0
20.4266666667,21.29,0,450,0.003154117,0
20.39,21.29,0,445.6666666667,0.0031469476,0
20.39,21.29,0,443.6666666667,0.0031469476,0
20.39,21.29,0,445.3333333333,0.0031469476,0
20.39,21.29,0,449,0.0031469476,0
20.39,21.29,0,444.5,0.0031469476,0
20.39,21.29,0,445.5,0.0031469476,0
20.39,21.29,0,447,0.0031469476,0
20.39,21.29,0,446.5,0.0031469476,0
20.39,21.29,0,451,0.0031469476,0
20.39,21.29,0,448,0.0031469476,0
20.39,21.29,0,450,0.0031469476,0
20.39,21.29,0,442.6666666667,0.0031469476,0
20.39,21.29,0,445,0.0031469476,0
20.39,21.29,0,444.5,0.0031469476,0
20.3566666667,21.29,0,441.6666666667,0.0031404425,0
20.3566666667,21.29,0,442.3333333333,0.0031404425,0
20.39,21.29,0,441,0.0031469476,0
20.29,21.29,0,440.5,0.0031274677,0
20.39,21.29,0,447,0.0031469476,0
20.34,21.29,0,439.5,0.0031371944,0
20.29,21.29,0,444,0.0031274677,0
20.29,21.29,0,445.5,0.0031274677,0
20.29,21.29,0,446.6666666667,0.0031274677,0
20.3233333333,21.29,0,444.3333333333,0.0031339492,0
20.29,21.29,0,446.5,0.0031274677,0
20.3233333333,21.29,0,449.3333333333,0.0031339492,0
20.29,21.29,0,445,0.0031274677,0
20.29,21.29,0,447,0.0031274677,0
20.29,21.29,0,443.5,0.0031274677,0
20.29,21.29,0,447,0.0031274677,0
20.29,21.29,0,445,0.0031274677,0
20.29,21.29,0,443,0.0031274677,0
20.29,21.29,0,446,0.0031274677,0
20.245,21.245,0,438,0.0031121115,0
20.29,21.29,0,435.3333333333,0.0031274677,0
20.29,21.29,0,443,0.0031274677,0
20.29,21.29,0,441,0.0031274677,0
20.29,21.29,0,439.5,0.0031274677,0
20.2225,21.2225,0,445,0.0031044554,0
20.2,21.2,0,442.5,0.0030968141,0
20.2,21.2,0,443.5,0.0030968141,0
20.2,21.2,0,444,0.0030968141,0
20.2,21.29,0,438,0.0031100266,0
20.2,21.2,0,439,0.0030968141,0
20.2,21.29,0,441.5,0.0031100266,0
20.2,21.29,0,444,0.0031100266,0
20.2,21.29,0,446.5,0.0031100266,0
20.2,21.29,0,446,0.0031100266,0
20.2,21.29,0,447,0.0031100266,0
20.2,21.29,0,447,0.0031100266,0
20.2,21.29,0,446.3333333333,0.0031100266,0
20.2,21.29,0,445.75,0.0031100266,0
20.2,21.29,0,445,0.0031100266,0
20.2,21.29,0,444.5,0.0031100266,0
20.1666666667,21.23,0,446.3333333333,0.0030947986,0
20.15,21.245,0,446.5,0.0030937885,0
20.2,21.29,0,448,0.0031100266,0
